五行,無料(○),アイテム,似合う色,メモ,時間帯,九星タグ,表示文,カテゴリ,使う場面,季節タグ,重複回避タグ
水,○,水色のマグ,スカイブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のマグ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,通年,水|飲食・休息|スカイブルー|水色のマグ
水,○,シルクの枕カバー,ミッドナイトブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「シルクの枕カバー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,水|暮らしの道具|ミッドナイトブルー|シルクの枕カバー
水,○,アロマバスソルト,ラベンダーブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「アロマバスソルト」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,秋・冬,水|飲食・休息|ラベンダーブルー|アロマバスソルト
水,○,紺のキャップ,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「紺のキャップ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ネイビー|紺のキャップ
水,○,ガラスの一輪挿し,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ガラスの一輪挿し」を取り入れると、頭と心に余白が戻りやすいかもしれません。,植物・花,部屋や机まわりを整える,夏,水|植物・花|クリア|ガラスの一輪挿し
水,○,海の写真集,マリンブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「海の写真集」を取り入れると、頭と心に余白が戻りやすいかもしれません。,インテリア,視界を整える,通年,水|インテリア|マリンブルー|海の写真集
水,○,青いブックカバー,インディゴ,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いブックカバー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|インディゴ|青いブックカバー
水,○,ネイビーの手帳,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーの手帳」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ネイビー|ネイビーの手帳
水,○,黒いペン,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いペン」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ブラック|黒いペン
水,○,藍色のノート,インディゴ,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「藍色のノート」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|インディゴ|藍色のノート
水,○,青いスマホ壁紙,ディープブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いスマホ壁紙」を取り入れると、頭と心に余白が戻りやすいかもしれません。,デジタル・仕事道具,机まわりを整える,通年,水|デジタル・仕事道具|ディープブルー|青いスマホ壁紙
水,○,クリアガラスのチャーム,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「クリアガラスのチャーム」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,夏,水|日用品|クリア|クリアガラスのチャーム
水,○,青いハンカチ,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いハンカチ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ブルー|青いハンカチ
水,○,深青のポーチ,ミッドナイトブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「深青のポーチ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ミッドナイトブルー|深青のポーチ
水,○,ガラスの箸置き,クリアブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ガラスの箸置き」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,夏,水|暮らしの道具|クリアブルー|ガラスの箸置き
水,○,青いクリアファイル,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いクリアファイル」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ブルー|青いクリアファイル
水,○,雨音のプレイリスト,ブルーグレー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「雨音のプレイリスト」を取り入れると、頭と心に余白が戻りやすいかもしれません。,香り・灯り,気分の切り替え,梅雨,水|香り・灯り|ブルーグレー|雨音のプレイリスト
水,,黒いマグカップ,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いマグカップ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,通年,水|飲食・休息|ブラック|黒いマグカップ
水,,ネイビーのブックカバー,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのブックカバー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ネイビー|ネイビーのブックカバー
水,,青い折りたたみ傘,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青い折りたたみ傘」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,梅雨,水|身につけるもの|ブルー|青い折りたたみ傘
水,,水色の付箋,スカイブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色の付箋」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,通年,水|日用品|スカイブルー|水色の付箋
水,,ガラスのペーパーウェイト,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ガラスのペーパーウェイト」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,夏,水|文具・学び|クリア|ガラスのペーパーウェイト
水,,青いストール,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いストール」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ブルー|青いストール
水,,夜の白湯,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「夜の白湯」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,通年,水|飲食・休息|クリア|夜の白湯
水,,海辺の写真,マリンブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「海辺の写真」を取り入れると、頭と心に余白が戻りやすいかもしれません。,インテリア,視界を整える,通年,水|インテリア|マリンブルー|海辺の写真
水,,ネイビーの財布,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーの財布」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ネイビー|ネイビーの財布
水,,青いマスキングテープ,アクアブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いマスキングテープ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|アクアブルー|青いマスキングテープ
水,,黒いカードケース,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いカードケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ブラック|黒いカードケース
水,,水色のタオル,水色,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のタオル」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,水|暮らしの道具|水色|水色のタオル
水,,ガラスの小皿,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ガラスの小皿」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,夏,水|暮らしの道具|クリア|ガラスの小皿
水,,藍染めのハンカチ,藍色,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「藍染めのハンカチ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|藍色|藍染めのハンカチ
水,,黒いソックス,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いソックス」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ブラック|黒いソックス
水,,青いイヤホンケース,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いイヤホンケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,デジタル・仕事道具,机まわりを整える,通年,水|デジタル・仕事道具|ブルー|青いイヤホンケース
水,,ネイビーのノートPCケース,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのノートPCケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ネイビー|ネイビーのノートPCケース
水,,透明なボトル,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「透明なボトル」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,通年,水|飲食・休息|クリア|透明なボトル
水,,ブルーのアロマミスト,アクアブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ブルーのアロマミスト」を取り入れると、頭と心に余白が戻りやすいかもしれません。,香り・灯り,気分の切り替え,通年,水|香り・灯り|アクアブルー|ブルーのアロマミスト
水,,黒いブックカバー,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いブックカバー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ブラック|黒いブックカバー
水,,海のポストカード,マリンブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「海のポストカード」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|マリンブルー|海のポストカード
水,,青いペンケース,ロイヤルブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いペンケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ロイヤルブルー|青いペンケース
水,,ラベンダーの香り,ラベンダー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ラベンダーの香り」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,通年,水|日用品|ラベンダー|ラベンダーの香り
水,,水色のルームソックス,水色,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のルームソックス」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|水色|水色のルームソックス
水,,ガラスのキャンドルホルダー,クリアブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ガラスのキャンドルホルダー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,香り・灯り,気分の切り替え,夏,水|香り・灯り|クリアブルー|ガラスのキャンドルホルダー
水,,ネイビーのトートバッグ,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのトートバッグ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ネイビー|ネイビーのトートバッグ
水,,黒いスマホケース,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いスマホケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,デジタル・仕事道具,机まわりを整える,通年,水|デジタル・仕事道具|ブラック|黒いスマホケース
水,,青いメモ帳,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いメモ帳」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ブルー|青いメモ帳
水,,透明なグラス,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「透明なグラス」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,通年,水|日用品|クリア|透明なグラス
水,,夜空の写真,ミッドナイトブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「夜空の写真」を取り入れると、頭と心に余白が戻りやすいかもしれません。,インテリア,視界を整える,通年,水|インテリア|ミッドナイトブルー|夜空の写真
水,,黒い折りたたみ傘,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒い折りたたみ傘」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,梅雨,水|身につけるもの|ブラック|黒い折りたたみ傘
水,,水色のマウスパッド,スカイブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のマウスパッド」を取り入れると、頭と心に余白が戻りやすいかもしれません。,デジタル・仕事道具,机まわりを整える,通年,水|デジタル・仕事道具|スカイブルー|水色のマウスパッド
水,,青いマグネット,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いマグネット」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,通年,水|飲食・休息|ブルー|青いマグネット
水,,ネイビーのカーディガン,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのカーディガン」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,通年,水|日用品|ネイビー|ネイビーのカーディガン
水,,黒い名刺入れ,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒い名刺入れ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ブラック|黒い名刺入れ
水,,ガラスのブックマーカー,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ガラスのブックマーカー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,夏,水|日用品|クリア|ガラスのブックマーカー
水,,青い花を一輪,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青い花を一輪」を取り入れると、頭と心に余白が戻りやすいかもしれません。,植物・花,部屋や机まわりを整える,春,水|植物・花|ブルー|青い花を一輪
水,,静かな音楽のプレイリスト,ミッドナイトブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「静かな音楽のプレイリスト」を取り入れると、頭と心に余白が戻りやすいかもしれません。,香り・灯り,気分の切り替え,通年,水|香り・灯り|ミッドナイトブルー|静かな音楽のプレイリスト
水,,水出しハーブティーのボトル,アクア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水出しハーブティーのボトル」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,春,水|飲食・休息|アクア|水出しハーブティーのボトル
水,,黒いポーチ,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いポーチ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ブラック|黒いポーチ
水,,青いランチクロス,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いランチクロス」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,通年,水|日用品|ブルー|青いランチクロス
水,,水色のブランケット,ペールブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のブランケット」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,秋・冬,水|暮らしの道具|ペールブルー|水色のブランケット
水,,ネイビーのキーホルダー,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのキーホルダー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,通年,水|日用品|ネイビー|ネイビーのキーホルダー
水,,ガラスのアクセサリートレイ,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ガラスのアクセサリートレイ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,夏,水|身につけるもの|クリア|ガラスのアクセサリートレイ
水,,黒い万年筆,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒い万年筆」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,通年,水|日用品|ブラック|黒い万年筆
水,,青いカードケース,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いカードケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ブルー|青いカードケース
水,,湖の写真,ディープブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「湖の写真」を取り入れると、頭と心に余白が戻りやすいかもしれません。,インテリア,視界を整える,通年,水|インテリア|ディープブルー|湖の写真
水,,透明なスマホケース,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「透明なスマホケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,デジタル・仕事道具,机まわりを整える,通年,水|デジタル・仕事道具|クリア|透明なスマホケース
水,,ラベンダーブルーの入浴剤,ラベンダーブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ラベンダーブルーの入浴剤」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,秋・冬,水|飲食・休息|ラベンダーブルー|ラベンダーブルーの入浴剤
水,,青い靴下,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青い靴下」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ブルー|青い靴下
水,,ネイビーのストール,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのストール」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ネイビー|ネイビーのストール
水,,黒い手袋,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒い手袋」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,秋・冬,水|身につけるもの|ブラック|黒い手袋
水,,水色のスマホリング,水色,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のスマホリング」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|水色|水色のスマホリング
水,,青い名刺入れ,ロイヤルブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青い名刺入れ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ロイヤルブルー|青い名刺入れ
水,,ガラスの風鈴,クリアブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ガラスの風鈴」を取り入れると、頭と心に余白が戻りやすいかもしれません。,日用品,日常に小さく取り入れる,夏,水|日用品|クリアブルー|ガラスの風鈴
水,,雨色のしおり,ブルーグレー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「雨色のしおり」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,梅雨,水|文具・学び|ブルーグレー|雨色のしおり
水,,黒いマウス,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いマウス」を取り入れると、頭と心に余白が戻りやすいかもしれません。,デジタル・仕事道具,机まわりを整える,通年,水|デジタル・仕事道具|ブラック|黒いマウス
水,,青いカレンダー,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いカレンダー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,水|暮らしの道具|ブルー|青いカレンダー
水,,ネイビーのペンケース,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのペンケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ネイビー|ネイビーのペンケース
水,,透明な花瓶,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「透明な花瓶」を取り入れると、頭と心に余白が戻りやすいかもしれません。,植物・花,部屋や机まわりを整える,春,水|植物・花|クリア|透明な花瓶
水,,水色のエコバッグ,スカイブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のエコバッグ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|スカイブルー|水色のエコバッグ
水,,黒いデスクトレー,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いデスクトレー」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,水|暮らしの道具|ブラック|黒いデスクトレー
水,,青いアートカード,インディゴ,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いアートカード」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|インディゴ|青いアートカード
水,,海色のマグカップ,マリンブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「海色のマグカップ」を取り入れると、頭と心に余白が戻りやすいかもしれません。,飲食・休息,休憩・回復,通年,水|飲食・休息|マリンブルー|海色のマグカップ
水,,ネイビーのハンドタオル,ネイビー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「ネイビーのハンドタオル」を取り入れると、頭と心に余白が戻りやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,水|暮らしの道具|ネイビー|ネイビーのハンドタオル
水,,透明な一輪挿し,クリア,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「透明な一輪挿し」を取り入れると、頭と心に余白が戻りやすいかもしれません。,植物・花,部屋や机まわりを整える,通年,水|植物・花|クリア|透明な一輪挿し
水,,青いしおり,ブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「青いしおり」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ブルー|青いしおり
水,,夜用アロマミスト,ミッドナイトブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「夜用アロマミスト」を取り入れると、頭と心に余白が戻りやすいかもしれません。,香り・灯り,気分の切り替え,通年,水|香り・灯り|ミッドナイトブルー|夜用アロマミスト
水,,黒いキーケース,ブラック,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「黒いキーケース」を取り入れると、頭と心に余白が戻りやすいかもしれません。,身につけるもの,外出前・身支度,通年,水|身につけるもの|ブラック|黒いキーケース
水,,水色のポストカード,ペールブルー,休む・流す・静けさを取り戻すヒント,夜・休息,一白水星,今日は「水色のポストカード」を取り入れると、頭と心に余白が戻りやすいかもしれません。,文具・学び,考えごと・学び,通年,水|文具・学び|ペールブルー|水色のポストカード
